Size of blocks: 263; Amount of blocks: 600; Duration for sequential: 333; Duration for thread: 256; Speed up: 1.30078
Size of blocks: 264; Amount of blocks: 600; Duration for sequential: 337; Duration for thread: 258; Speed up: 1.3062
Size of blocks: 265; Amount of blocks: 600; Duration for sequential: 327; Duration for thread: 269; Speed up: 1.21561
Size of blocks: 266; Amount of blocks: 600; Duration for sequential: 332; Duration for thread: 257; Speed up: 1.29183
Size of blocks: 267; Amount of blocks: 600; Duration for sequential: 333; Duration for thread: 269; Speed up: 1.23792
Size of blocks: 268; Amount of blocks: 600; Duration for sequential: 332; Duration for thread: 263; Speed up: 1.26236
Size of blocks: 269; Amount of blocks: 600; Duration for sequential: 335; Duration for thread: 270; Speed up: 1.24074
Size of blocks: 270; Amount of blocks: 600; Duration for sequential: 334; Duration for thread: 268; Speed up: 1.24627
Size of blocks: 271; Amount of blocks: 600; Duration for sequential: 325; Duration for thread: 274; Speed up: 1.18613
Size of blocks: 272; Amount of blocks: 600; Duration for sequential: 334; Duration for thread: 282; Speed up: 1.1844
Size of blocks: 273; Amount of blocks: 600; Duration for sequential: 325; Duration for thread: 275; Speed up: 1.18182
Size of blocks: 274; Amount of blocks: 600; Duration for sequential: 332; Duration for thread: 284; Speed up: 1.16901
Size of blocks: 275; Amount of blocks: 600; Duration for sequential: 331; Duration for thread: 283; Speed up: 1.16961
Size of blocks: 276; Amount of blocks: 600; Duration for sequential: 326; Duration for thread: 276; Speed up: 1.18116
Size of blocks: 277; Amount of blocks: 600; Duration for sequential: 337; Duration for thread: 279; Speed up: 1.20789
Size of blocks: 278; Amount of blocks: 600; Duration for sequential: 325; Duration for thread: 281; Speed up: 1.15658
Size of blocks: 279; Amount of blocks: 600; Duration for sequential: 331; Duration for thread: 289; Speed up: 1.14533
Size of blocks: 280; Amount of blocks: 600; Duration for sequential: 332; Duration for thread: 347; Speed up: 0.956772
Size of blocks: 281; Amount of blocks: 600; Duration for sequential: 339; Duration for thread: 294; Speed up: 1.15306
Size of blocks: 282; Amount of blocks: 600; Duration for sequential: 340; Duration for thread: 295; Speed up: 1.15254
Size of blocks: 283; Amount of blocks: 600; Duration for sequential: 330; Duration for thread: 296; Speed up: 1.11486
Size of blocks: 284; Amount of blocks: 600; Duration for sequential: 330; Duration for thread: 300; Speed up: 1.1
Size of blocks: 285; Amount of blocks: 600; Duration for sequential: 325; Duration for thread: 294; Speed up: 1.10544
Size of blocks: 286; Amount of blocks: 600; Duration for sequential: 334; Duration for thread: 297; Speed up: 1.12458
Size of blocks: 287; Amount of blocks: 600; Duration for sequential: 336; Duration for thread: 310; Speed up: 1.08387
Size of blocks: 288; Amount of blocks: 600; Duration for sequential: 335; Duration for thread: 309; Speed up: 1.08414
Size of blocks: 289; Amount of blocks: 600; Duration for sequential: 326; Duration for thread: 305; Speed up: 1.06885
Size of blocks: 290; Amount of blocks: 600; Duration for sequential: 334; Duration for thread: 305; Speed up: 1.09508
Size of blocks: 291; Amount of blocks: 600; Duration for sequential: 325; Duration for thread: 317; Speed up: 1.02524
Size of blocks: 292; Amount of blocks: 600; Duration for sequential: 332; Duration for thread: 311; Speed up: 1.06752
Size of blocks: 293; Amount of blocks: 600; Duration for sequential: 334; Duration for thread: 315; Speed up: 1.06032
Size of blocks: 294; Amount of blocks: 600; Duration for sequential: 329; Duration for thread: 315; Speed up: 1.04444
Size of blocks: 295; Amount of blocks: 600; Duration for sequential: 334; Duration for thread: 329; Speed up: 1.0152
Size of blocks: 296; Amount of blocks: 600; Duration for sequential: 327; Duration for thread: 319; Speed up: 1.02508
Size of blocks: 297; Amount of blocks: 600; Duration for sequential: 326; Duration for thread: 338; Speed up: 0.964497
Size of blocks: 298; Amount of blocks: 600; Duration for sequential: 328; Duration for thread: 328; Speed up: 1
Size of blocks: 299; Amount of blocks: 600; Duration for sequential: 330; Duration for thread: 333; Speed up: 0.990991
